#,What age range do you have?,What is your gender?,Other,Where are you from?,Other.1,When did you join Remitano?,Buy Coins,Sell Coins,Withdraw coins,Deposit Coins,Swap,Invest,Read articles on Forum,Participate in minigame on Forum,Not using any of the above features,Used all,Have you know about Altcoins?,Name at least 1 Altcoin you have known 🧐,Altcoins,BTC,ETH,USDT,LTC,XRP,BCH,"If you could only choose 1 coin, which one would you invest? (choose only 1)","Because there are more risks (scam, fraud) than Bitcoin or top coin.",Because I got difficulty to own and store Altcoins.,Because of low liquidity.,Because I have a litte money.,Because I am lack of information about potential Altcoins.,Because the crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,Because the budget of crypto market is very small in my portfolio.,Other.2,What will help you change your mind and be willing to invest Altcoin?,Why did you choose to invest Altcoins?,How many percentage of total budget are you going to invest in Altcoin? (type the number 0 - 100),What is your strategy in the altcoin investment ? (choose only 1),Other.3,Where do you store your altcoin? (choose only 1),Other.4,I got difficulties in owning and storing Altcoins.,The exchange is low liquidity.,I have low invest budget,I am lack of information about potential Altcoins.,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,The budget of crypto market is very small in my portfolio.,"There are more risks (scam, fraud) than Bitcoin or top coin.",Other.5,Which is the most difficult thing? (choose 1),Other.6,"Name the most potential Altcoins you can't miss, you should invest now.",How did you buy Altcoins?,What is the most difficult thing about buying Altcoins?,"If you have Altcoin, how did you sell Altcoins?",What is the most difficult thing about selling Altcoin?,"In your opinion, what should Remitano do to help you trade Altcoins easily?","I can buy/sell all Altcoins at ""P2P exchange"".","I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.","I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.","I can ""Invest"" in all Altcoins.","I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",I can add my new Altcoin (which I create) on Remitano system.,"I can buy/sell all Altcoins at ""P2P exchange""..1","I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa..1","I can ""Swap"" from my fiat-currency to all Altcoins and vice versa..1","I can ""Invest"" in all Altcoins..1","I can store and deposit/withdraw all altcoins in ""Remitano wallet""..1",I can add my new Altcoin (which I create) on Remitano system..1,"If there is only 1 vote, which one do you prefer?",Coinbas và Coinbase Pro,Bittrex,Changelly,Binance,Kraken,BitMEX,KuCoin,Huobi Pro,Bitpanda,Remitano,Other.7,Why did you choose this crypto exchange?,Start Date (UTC),Submit Date (UTC),Network ID,country,crypto exchange
76slq5ev5khsf23076sr6jfnk3fa1ltu,26 - 30,Male,,Nigeria,,2018,0,0,0,0,0,0,0,0,0,1,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,0,0,0,1,0,0,0,0,If I had a bigger capital,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,To upgrade the platform,0,0,0,0,1,0,6,5,5,7,10,7,"I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 14:14,4/4/20 14:20,210cc1ccae,Nigeria,0
4xolq4w02v4ab7rv30z4xollfdf1mx64,18 - 25,Male,,Nigeria,,2019,0,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 14:17,4/4/20 14:19,49304113f9,Nigeria,0
z12qu56kvnvweoxcm71sz12qlxn3s6tc,31 - 40,Female,,Vietnam,,2019,0,0,0,0,0,0,0,0,0,1,Yes,ETH,0,0,1,0,0,0,0,One of Altcoins I like,1,0,0,0,0,0,0,0,Đầu tu,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Co the,0,0,0,1,0,0,10,10,10,10,10,10,"I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 13:56,4/4/20 14:03,92aefef5e5,Vietnam,0
plo181d0fn047oplo18817zlbf9z6d4m,> 40,Male,,Others,Korean,2016,1,1,0,0,0,1,0,0,0,0,Yes,Bitcoin,0,1,0,0,0,0,0,XRP,1,0,0,0,0,0,0,0,See markey,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Open trading markey,1,0,0,0,0,0,5,10,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 13:32,4/4/20 13:40,e19dbc820c,Korean,0
h8gfc1r5j4hi3s0h8gfcpwntw7sj3zxp,31 - 40,Male,,Malaysia,,2020,1,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 12:53,4/4/20 12:54,b38d14b49c,Malaysia,0
v59ilt8bxmcbmh771zev59iv9wc15rjt,31 - 40,Male,,Nigeria,,2019,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 12:51,4/4/20 12:52,0b4fc6c306,Nigeria,0
hqq32ve0k3hausokemhqq32vkjp3ugvn,26 - 30,Male,,Others,Kenya,2019,1,1,1,1,1,0,0,0,0,0,Yes,Monero,0,0,0,1,0,0,0,USDT,0,0,1,0,0,0,0,0,Stability of the coin price,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,"Add more payment methods because we only have BANK AND MPESA only. 
Just 2 methods only 😭😭😭
Please add this to your website payments list
1. Chipper cash
2. Perfect Money
3. Eversend
4. Mukuru Money
5. World remit
5. Remitly
6. Bitsika
7. Verge
8. Chipper cash
9. G2A Gift card
10. Sendwave 
11. Paypal
For example Chipper  CASH payment method allows FREE money transfers. Any amount of money. Its available in Africa, Kenya, Uganda, Tanzania, Rwanda, Ghana, Nigeria. Its like an international way to send money FREEEE

Also add BUTTON TO TUNR OFF ALL OFFERS AT THE SAME TIME when we go to sleep",1,1,0,0,1,0,10,10,10,10,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 12:22,4/4/20 12:31,ef5e54de1a,Kenya,0
qk0lhelqqt2xrn37rqk0lhet3d0pf94t,26 - 30,Male,,Vietnam,,2020,0,1,0,0,0,0,0,0,0,0,Yes,Trx,1,0,0,0,0,0,0,One of Altcoins I like,0,0,0,0,0,0,0,0,,High growth potential,1,Medium-term investment 6 months - 1 year,,Online wallets (For example: Blockchain ),,0,0,0,0,1,0,0,0,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,,DINH VAN THIEP,Binance,TRX,Yes,Trx,No need,1,0,0,0,0,0,8,8,9,8,9,9,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,1,0,0,0,0,0,0,0,Trx,4/4/20 11:52,4/4/20 12:01,8f53337ee9,Vietnam,1
5ni1dhh2zr6ehpy45ni1dhhewvv9stzn,18 - 25,Male,,India,,2020,0,1,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 11:38,4/4/20 11:39,07a3b2be72,India,0
7tw0udsv3kot1hz0wwsrb4z7tw0uds4w,< 18,Female,,Others,Bangladesh,2020,1,0,0,0,0,0,0,0,0,0,Yes,Md atik hasan,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,Md atik hasan,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Md atik hasan,0,1,0,0,0,0,10,10,9,3,1,0,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 10:36,4/4/20 10:40,031f074f41,Bangladesh,0
rv6z6m8mga2j3vhrv6z6chzh5u6rb1dy,26 - 30,Female,,Vietnam,,2020,1,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 10:25,4/4/20 10:27,560fc1d25a,Vietnam,0
gfhvl5yqph232zlpom4gfhvl50rzcyd1,31 - 40,Male,,Nigeria,,2017,1,1,1,1,1,0,1,1,0,0,Yes,Stellar lumens XLM,1,0,0,0,0,0,0,XRP,0,0,0,0,0,0,0,0,,Most have little rate now so it is affordable and can be bought and kept as a long term investment.,20%,Long-term investment more than 1 year,,Online wallets (For example: Blockchain ),,0,0,0,0,1,0,0,0,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,,Stellar Lumens XLM,I swap BTC for XLM using my Blockchain wallet,"I could'nt find the Altcoin of my choice to buy in the platform I use ""Remitano""","I buy to keep as a long term Investment, whennit is time to sell I will swap to sell unless before then the platform i used might have include it in their wallet.",Not been able to find the platform I can sell it through.,"They should include more Altcoins to Remitanos wallet, e.g Stellar Lumens XLM.",1,1,1,1,1,0,10,10,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,1,0,"I choosed it because a trusted friend introduced it to me, it is a trusted and secured platform",4/4/20 9:45,4/4/20 10:27,a9149b4fe0,Nigeria,1
14v5w2895n5zpq285hu14v9t4qdt5vpi,26 - 30,Male,,India,,2019,0,0,0,0,0,0,0,0,0,1,Yes,Litecoin,0,0,1,0,1,1,1,BCH,0,0,0,0,0,1,0,0,Probably if price of altcoin increases considerably,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Reduce the fees,1,1,0,1,1,0,10,7,7,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 9:33,4/4/20 9:40,ebbf1b8a7f,India,0
z8wmcxlyiuudn2f2ehjz8wmcx7j5tnsj,31 - 40,Female,,India,,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 9:36,4/4/20 9:36,33ced4cfb5,India,0
yrrdr9xkd2yvqv01yrrdq0krrbomlf44,18 - 25,Male,,Others,TANZANIA,2020,0,1,0,0,0,0,1,1,0,0,Yes,F,1,0,0,0,0,0,0,BTC,0,0,0,0,0,0,0,0,,Interested,20,Long-term investment more than 1 year,,Online wallets (For example: Blockchain ),,0,0,1,0,0,0,0,0,I have low invest budget,,A,Medium,Low investment,In other wallet,Low lack,Easily,0,0,0,1,0,0,5,5,5,5,5,5,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,1,0,0,0,0,0,0,0,0,Interested,4/4/20 9:13,4/4/20 9:23,c1c4d8afc6,TANZANIA,1
rsfceh3c95h23rz0qxhrsfcehy75zk4p,18 - 25,Male,,Others,TANZANIA,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 9:03,4/4/20 9:10,c1c4d8afc6,TANZANIA,0
b9vf4wfdetmdhb9viqodbs3r2yppzdq8,18 - 25,Male,,Vietnam,,2020,0,0,0,0,0,0,0,0,1,0,Yes,Khong biet,0,0,0,1,0,0,0,USDT,0,0,0,0,1,0,0,0,Dễ hiểu,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Hướng dẫn giúp tôi,1,0,0,0,0,0,8,8,8,8,8,8,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 7:34,4/4/20 7:40,94569fd8e0,Vietnam,0
phexmelmh3k6phex26pz4yn2u253dxpv,> 40,Male,,Malaysia,,2020,1,1,1,1,0,1,1,1,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 6:14,4/4/20 6:45,6511443fb0,Malaysia,0
jruqoylqcvt9owkjruqn3mkagmwsqn3a,18 - 25,Male,,Nigeria,,2017,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 6:05,4/4/20 6:06,7cc1692e25,Nigeria,0
lbf25yqr29hca0bd39lbf25yq21rgyks,18 - 25,Male,,India,,2019,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 5:59,4/4/20 6:00,4b6395a919,India,0
58cvon4mmqx97uq9o58cvo0ac3f7zjkl,> 40,Male,,Others,Philippines,2020,1,1,1,1,0,1,1,1,0,0,Yes,Crypto,0,1,0,0,0,0,0,One of Altcoins I like,1,1,0,1,1,0,0,0,Better future,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,No scam,1,1,1,1,1,1,8,7,9,7,7,7,I can add my new Altcoin (which I create) on Remitano system.,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 4:42,4/4/20 4:49,f7e7f4fa08,Philippines,0
kauvgiwvgsjkauvcj470dvovj3uga5m3,26 - 30,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 4:40,4/4/20 4:43,fe0ab02c65,Nigeria,0
38wf9hv9uk11ic5d7sx38wf90ei6j2qc,26 - 30,Male,,Vietnam,,2020,0,0,0,0,0,0,1,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 3:35,4/4/20 4:42,9950983c3f,Vietnam,0
hgnroacm1h8wifnyd5hqdhgnromja36z,18 - 25,Male,,Malaysia,,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 4:19,4/4/20 4:20,2574769a9e,Malaysia,0
2q6mjivvzf9avba31npda42q6mjivfie,31 - 40,Male,,Others,Pakistan,2020,0,1,0,0,0,0,0,0,0,0,Yes,BCH,0,0,0,0,1,0,0,LTC,0,0,0,1,0,0,0,0,I Want The fee of Deposit Is Not no,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Minimum,1,0,0,0,0,0,5,5,5,5,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 4:12,4/4/20 4:20,40f2244112,Pakistan,0
31rvh0ao6lnzypmyg07xx31rvhx6gqmz,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 1:14,4/4/20 3:14,2cc180b072,Nigeria,0
mx1fnimldhbsiaj2mx1fsr5j27x2l8kf,26 - 30,Male,,Others,Ghana,2017,1,1,1,1,1,0,1,0,0,0,Yes,Bittorent ( BTT ),1,0,0,0,0,0,0,One of Altcoins I like,0,0,0,0,0,0,0,0,,The risk is very low and then you don't need too much money to get more coins which can turn your account into a billion dollar wallet easily soon..,98,Long-term investment more than 1 year,,On the exchange platform,,0,0,0,0,1,0,0,0,I am lack of information about potential Altcoins.,,BITTORENT ( BTT),I buy bitcoin or usdt on remitano and then send to the exchange platform to swap for the altcoins i want to buy,no secured lasting wallet sometimes.... altcoins are sometimes delisted from the exchange shortly after you buy.,i exchange into stable coin or btc,some of them don't have the trading pairs you may ned.,please get on board and work on getting healthy altcoins to remitano platform where i can easily buy crypto curency and swap into altcoins directly to hold in a wallet.,0,0,0,0,1,0,10,10,10,10,10,8,"I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",0,0,1,1,0,0,0,0,0,0,1,a little easy to use,4/4/20 2:22,4/4/20 2:53,64fd54a6f1,Ghana,3
pkivsiikjxhmgkq2pkivkhh7bg5mlwug,> 40,Male,,Malaysia,,2020,0,0,0,0,0,0,1,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 1:51,4/4/20 1:52,b57bf81531,Malaysia,0
q1u3lhoh2yxdago4hq1u3mnt3ynfomf7,> 40,Male,,Malaysia,,2020,0,0,0,0,0,1,0,0,0,0,Yes,1,0,0,0,0,0,0,1,BCH,0,0,1,0,0,0,0,0,get more money,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,yes,0,0,0,0,0,1,10,10,10,10,10,10,"I can ""Invest"" in all Altcoins.",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 1:41,4/4/20 1:45,77baa28eec,Malaysia,0
nnqhe69mwrsm7ssjxnnqhsco4g64crm8,> 40,Male,,Malaysia,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 1:39,4/4/20 1:40,77baa28eec,Malaysia,0
65xvl6nm85gf051ck2s65xvlrzqrirwp,> 40,Male,,Malaysia,,2020,1,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 1:37,4/4/20 1:39,77baa28eec,Malaysia,0
k3l8sybamjew772i6kmweyqk3l8sybtc,26 - 30,Male,,Nigeria,,2017,1,1,1,1,1,0,0,0,0,0,Yes,EOS,0,0,1,0,0,1,1,ETH,0,0,1,0,0,0,0,0,High liquidity,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,"If they can introduce naira token in order to easy bank transfer stress as introduce in some other platforms,I think that should be great",1,1,1,0,1,0,10,10,10,10,10,10,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,4/4/20 1:26,4/4/20 1:36,ba4949b23b,Nigeria,0
t77xk5eacj6racqjtt77xkxn2afzufah,> 40,Male,,Others,Philippines,2020,1,1,1,1,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,4/4/20 0:17,4/4/20 0:20,6d7451d6ad,Philippines,0
0j0qhciiryyii8istepj2t0j0qhciiel,26 - 30,Male,,Others,Ghana,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 22:54,3/4/20 22:58,45301eb2fd,Ghana,0
wpvqudhoua5v3uy3wpvqupgs9s00dmjt,18 - 25,Male,,Others,Tanzania,2020,0,0,0,0,0,0,0,0,1,0,Yes,Pepecash,0,1,0,0,0,0,0,BTC,0,0,0,0,1,0,0,0,Getting more infomation about it,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Give me more details about it,0,1,0,0,0,0,10,10,10,10,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,3/4/20 22:23,3/4/20 22:32,8aec526021,Tanzania,0
ad0vnfonn3bw7oad0up5bwabp0eycgox,18 - 25,Male,,Others,Namibia Rehoboth,2020,0,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 22:30,3/4/20 22:31,ec0047769c,Namibia Rehoboth,0
rdpla688erezp8frdplzv0dg5p96392v,18 - 25,Male,,Others,Tanzania,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 22:19,3/4/20 22:23,8aec526021,Tanzania,0
xjm43i6tugk8f3md7q3j4xjm43illtti,26 - 30,Male,,Nigeria,,2017,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 22:13,3/4/20 22:15,096b5d56bf,Nigeria,0
5yvfndwpy2pay85yxwhxmkt4vpdci0ou,18 - 25,Male,,Nigeria,,2017,0,0,0,0,0,0,0,0,1,0,Yes,Dante,0,0,1,0,0,0,0,BTC,0,0,0,1,0,0,0,0,If had more money,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,They allow us deposit and withdraw in naira in all stages and level,1,1,0,0,0,0,10,10,10,10,10,0,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,3/4/20 22:04,3/4/20 22:14,62e48a537b,Nigeria,0
v61s8fz2ooicf552v6131lm3bqpngc30,> 40,Male,,Malaysia,,2020,1,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 21:43,3/4/20 21:46,d6bd23d660,Malaysia,0
c3879nnhnfddoi777c3879irt0o0r0fa,> 40,Male,,Others,Thailand,2020,1,1,1,0,1,0,0,0,0,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,0,1,1,1,0,0,1,0,การให้Altcoinมาแบบไม่มีค่าใช้จ่าย,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,ควรให้Altcionsกับลูกค้าฟรี,0,0,0,0,0,1,7,7,7,7,7,10,I can add my new Altcoin (which I create) on Remitano system.,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 20:35,3/4/20 20:42,fb737cea30,Thailand,0
jvuvppfym4zreckmzidjvuvppludypp1,18 - 25,Male,,Nigeria,,2019,1,1,1,1,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 20:12,3/4/20 20:14,c46bb9025b,Nigeria,0
bkt2e1n9y3xeiybh4bktsg4occ46exi1,31 - 40,Male,,Nigeria,,2017,1,1,1,1,1,1,1,1,0,1,Yes,DAO,0,0,0,1,0,0,0,ETH,1,0,1,0,0,0,0,0,High liquidity & volume,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Introduce graphical illustrations to analyse the market,1,1,1,0,1,1,10,10,10,9,8,9,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,3/4/20 19:30,3/4/20 19:38,0dc700f1e7,Nigeria,0
ac9sg63q2bpahnku6teyvq7ac9sg48gp,26 - 30,Male,,Others,Pakistan,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 19:21,3/4/20 19:23,9436d2c5a8,Pakistan,0
qx51xa3491rhrfzp1qx5xxmqvcs2nmcm,18 - 25,Male,,Nigeria,,2019,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 19:08,3/4/20 19:10,392060817,Nigeria,0
nhhua9gcqwygdgtaxizufnhhua9swrk4,26 - 30,Male,,Nigeria,,2020,0,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 18:24,3/4/20 18:26,a81d3a0cc8,Nigeria,0
1g4zrh5zcc674c369stm1g4zrhebueim,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,Yes,Bitcoin cash,1,1,0,0,0,0,1,BCH,0,0,0,0,0,0,0,0,,Normally,0.4,Swing Trading - under 1 month,,Online wallets (For example: Blockchain ),,0,1,0,0,0,0,0,0,I got difficulties in owning and storing Altcoins.,,Bitcoin cash,Blockchain,Limit per,Yes,Clients,I will be excited,0,0,0,0,1,0,1,10,4,5,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,1,0,Today,3/4/20 17:50,3/4/20 18:05,30c57f9b2d,Nigeria,1
rucy5f6tyrol8s2o5b4rucy5f6lcs2iz,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,3/4/20 17:45,3/4/20 17:46,771bac5861,Nigeria,0
1mekf0q6s2f5prjv21merqycsgfha0le,31 - 40,Male,,Nigeria,,2018,0,0,0,0,0,0,0,0,0,1,Yes,Riple,0,0,1,0,0,0,0,ETH,0,0,0,0,0,0,0,1,I have some,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Easy planform,0,1,0,0,0,0,7,5,9,9,9,9,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,3/4/20 17:19,3/4/20 17:24,c25f498b27,Nigeria,0
